target_text,search_text,body_type
55772,55772 Loder,55772 Loder,asteroid
3377,3377 Lodewijk,3377 Lodewijk,asteroid
11430,11430 Lodewijkberg,11430 Lodewijkberg,asteroid
21331,21331 Lodovicoferrari,21331 Lodovicoferrari,asteroid
85121,85121 Loehde,85121 Loehde,asteroid
13011,13011 Loeillet,13011 Loeillet,asteroid
23298,23298 Loewenstein,23298 Loewenstein,asteroid
7157,7157 Lofgren,7157 Lofgren,asteroid
28916,28916 Logancollins,28916 Logancollins,asteroid
58534,58534 Logos,58534 Logos,asteroid
17192,17192 Loharu,17192 Loharu,asteroid
9505,9505 Lohengrin,9505 Lohengrin,asteroid
2501,2501 Lohja,2501 Lohja,asteroid
1820,1820 Lohmann,1820 Lohmann,asteroid
11434,11434 Lohnert,11434 Lohnert,asteroid
4680,4680 Lohrmann,4680 Lohrmann,asteroid
2210,2210 Lois,2210 Lois,asteroid
4862,4862 Loke,4862 Loke,asteroid
9267,9267 Lokrume,9267 Lokrume,asteroid
463,463 Lola,463 Lola,asteroid
87097,87097 Lomaki,87097 Lomaki,asteroid
9397,9397 Lombardi,9397 Lombardi,asteroid
6446,6446 Lomberg,6446 Lomberg,asteroid
209054,209054 Lombkato,209054 Lombkato,asteroid
117,117 Lomia,117 Lomia,asteroid
3168,3168 Lomnicky Stit,3168 Lomnicky Stit,asteroid
1379,1379 Lomonosowa,1379 Lomonosowa,asteroid
8837,8837 London,8837 London,asteroid
28851,28851 Londonbolsius,28851 Londonbolsius,asteroid
340891,340891 Londoncommorch,340891 Londoncommorch,asteroid
12310,12310 Londontario,12310 Londontario,asteroid
26248,26248 Longenecker,26248 Longenecker,asteroid
35197,35197 Longmire,35197 Longmire,asteroid
5948,5948 Longo,5948 Longo,asteroid
95882,95882 Longshaw,95882 Longshaw,asteroid
7131,7131 Longtom,7131 Longtom,asteroid
34137,34137 Lonnielinda,34137 Lonnielinda,asteroid
99941,99941 Lonniewege,99941 Lonniewege,asteroid
2243,2243 Lonnrot,2243 Lonnrot,asteroid
37608,37608 Lons,37608 Lons,asteroid
174281,174281 Lonsky,174281 Lonsky,asteroid
188061,188061 Loomis,188061 Loomis,asteroid
19129,19129 Loos,19129 Loos,asteroid
4657,4657 Lopez,4657 Lopez,asteroid
18150,18150 Lopez-Moreno,18150 Lopez-Moreno,asteroid
379130,379130 Lopresti,379130 Lopresti,asteroid
5225,5225 Loral,5225 Loral,asteroid
235201,235201 Lorantffy,235201 Lorantffy,asteroid
1755,1755 Lorbach,1755 Lorbach,asteroid
1287,1287 Lorcia,1287 Lorcia,asteroid
157301,157301 Loreena,157301 Loreena,asteroid
165,165 Loreley,165 Loreley,asteroid
276681,276681 Loremaes,276681 Loremaes,asteroid
16095,16095 Lorenball,16095 Lorenball,asteroid
3861,3861 Lorenz,3861 Lorenz,asteroid
10938,10938 Lorenzalevy,10938 Lorenzalevy,asteroid
121537,121537 Lorenzdavid,121537 Lorenzdavid,asteroid
29761,29761 Lorenzo,29761 Lorenzo,asteroid
40447,40447 Lorenzoni,40447 Lorenzoni,asteroid
1939,1939 Loretta,1939 Loretta,asteroid
152290,152290 Lorettaoberheim,152290 Lorettaoberheim,asteroid
23122,23122 Lorgat,23122 Lorgat,asteroid
37692,37692 Loribragg,37692 Loribragg,asteroid
22109,22109 Loriehutch,22109 Loriehutch,asteroid
35358,35358 Lorifini,35358 Lorifini,asteroid
15618,15618 Lorifritz,15618 Lorifritz,asteroid
129328,129328 Loriharrison,129328 Loriharrison,asteroid
20214,20214 Lorikenny,20214 Lorikenny,asteroid
28163,28163 Lorikim,28163 Lorikim,asteroid
26313,26313 Lorilombardi,26313 Lorilombardi,asteroid
5735,5735 Loripaul,5735 Loripaul,asteroid
22142,22142 Loripryor,22142 Loripryor,asteroid
22989,22989 Loriskopp,22989 Loriskopp,asteroid
26004,26004 Loriying,26004 Loriying,asteroid
1114,1114 Lorraine,1114 Lorraine,asteroid
5438,5438 Lorre,5438 Lorre,asteroid
16103,16103 Lorsolomon,16103 Lorsolomon,asteroid
16418,16418 Lortzing,16418 Lortzing,asteroid
10476,10476 Los Molinos,10476 Los Molinos,asteroid
1326,1326 Losaka,1326 Losaka,asteroid
12320,12320 Loschmidt,12320 Loschmidt,asteroid
28681,28681 Loseke,28681 Loseke,asteroid
181136,181136 Losonczrita,181136 Losonczrita,asteroid
2673,2673 Lossignol,2673 Lossignol,asteroid
7688,7688 Lothar,7688 Lothar,asteroid
429,429 Lotis,429 Lotis,asteroid
3489,3489 Lottie,3489 Lottie,asteroid
8298,8298 Loubna,8298 Loubna,asteroid
9584,9584 Louchheim,9584 Louchheim,asteroid
15149,15149 Loufaix,15149 Loufaix,asteroid
3897,3897 Louhi,3897 Louhi,asteroid
25890,25890 Louisburg,25890 Louisburg,asteroid
188446,188446 Louischevrolet,188446 Louischevrolet,asteroid
2556,2556 Louise,2556 Louise,asteroid
19778,19778 Louisgarcia,19778 Louisgarcia,asteroid
34239,34239 Louisgolowich,34239 Louisgolowich,asteroid
38018,38018 Louisneefs,38018 Louisneefs,asteroid
3211,3211 Louispharailda,3211 Louispharailda,asteroid
7625,7625 Louisspohr,7625 Louisspohr,asteroid
270553,270553 Loureed,270553 Loureed,asteroid
4513,4513 Louvre,4513 Louvre,asteroid
9697,9697 Louwman,9697 Louwman,asteroid
868,868 Lova,868 Lova,asteroid
73511,73511 Lovas,73511 Lovas,asteroid
161215,161215 Loveday,161215 Loveday,asteroid
61342,61342 Lovejoy,61342 Lovejoy,asteroid
51663,51663 Lovelock,51663 Lovelock,asteroid
133832,133832 Loveridge,133832 Loveridge,asteroid
5943,5943 Lovi,5943 Lovi,asteroid
2750,2750 Loviisa,2750 Loviisa,asteroid
432971,432971 Loving,432971 Loving,asteroid
4091,4091 Lowe,4091 Lowe,asteroid
1886,1886 Lowell,1886 Lowell,asteroid
129050,129050 Lowellcogburn,129050 Lowellcogburn,asteroid
12164,12164 Lowellgreen,12164 Lowellgreen,asteroid
4045,4045 Lowengrub,4045 Lowengrub,asteroid
10739,10739 Lowman,10739 Lowman,asteroid
12984,12984 Lowry,12984 Lowry,asteroid
3589,3589 Loyola,3589 Loyola,asteroid
16900,16900 Lozere,16900 Lozere,asteroid
17358,17358 Lozino-Lozinskij,17358 Lozino-Lozinskij,asteroid
1431,1431 Luanda,1431 Luanda,asteroid
102536,102536 Luanenjie,102536 Luanenjie,asteroid
7506,7506 Lub,7506 Lub,asteroid
207585,207585 Lubar,207585 Lubar,asteroid
2318,2318 Lubarsky,2318 Lubarsky,asteroid
5108,5108 Lubeck,5108 Lubeck,asteroid
65885,65885 Lubenow,65885 Lubenow,asteroid
336108,336108 Luberon,336108 Luberon,asteroid
20285,20285 Lubin,20285 Lubin,asteroid
3630,3630 Lubomir,3630 Lubomir,asteroid
2900,2900 Lubos Perek,2900 Lubos Perek,asteroid
27978,27978 Lubosluka,27978 Lubosluka,asteroid
34139,34139 Lucabarcelo,34139 Lucabarcelo,asteroid
198616,198616 Lucabracali,198616 Lucabracali,asteroid
24969,24969 Lucafini,24969 Lucafini,asteroid
30119,30119 Lucamatone,30119 Lucamatone,asteroid
42697,42697 Lucapaolini,42697 Lucapaolini,asteroid
37627,37627 Lucaparmitano,37627 Lucaparmitano,asteroid
343057,343057 Lucaravenni,343057 Lucaravenni,asteroid
25259,25259 Lucarnold,25259 Lucarnold,asteroid
19262,19262 Lucarubini,19262 Lucarubini,asteroid
9349,9349 Lucas,9349 Lucas,asteroid
21509,21509 Lucascavin,21509 Lucascavin,asteroid
21628,21628 Lucashof,21628 Lucashof,asteroid
120141,120141 Lucaslara,120141 Lucaslara,asteroid
22538,22538 Lucasmoller,22538 Lucasmoller,asteroid
35326,35326 Lucastrabla,35326 Lucastrabla,asteroid
17357,17357 Lucataliano,17357 Lucataliano,asteroid
15497,15497 Lucca,15497 Lucca,asteroid
1292,1292 Luce,1292 Luce,asteroid
14509,14509 Lucenec,14509 Lucenec,asteroid
1935,1935 Lucerna,1935 Lucerna,asteroid
26530,26530 Lucferreira,26530 Lucferreira,asteroid
23327,23327 Luchernandez,23327 Luchernandez,asteroid
236484,236484 Luchijen,236484 Luchijen,asteroid
222,222 Lucia,222 Lucia,asteroid
15817,15817 Lucianotesi,15817 Lucianotesi,asteroid
1176,1176 Lucidor,1176 Lucidor,asteroid
171256,171256 Lucieconstant,171256 Lucieconstant,asteroid
56041,56041 Luciendumont,56041 Luciendumont,asteroid
1892,1892 Lucienne,1892 Lucienne,asteroid
1930,1930 Lucifer,1930 Lucifer,asteroid
146,146 Lucina,146 Lucina,asteroid
281,281 Lucretia,281 Lucretia,asteroid
6240,6240 Lucretius Carus,6240 Lucretius Carus,asteroid
100924,100924 Luctuymans,100924 Luctuymans,asteroid
3021,3021 Lucubratio,3021 Lucubratio,asteroid
32605,32605 Lucy,32605 Lucy,asteroid
9282,9282 Lucylim,9282 Lucylim,asteroid
1158,1158 Luda,1158 Luda,asteroid
6584,6584 Ludekpesek,6584 Ludekpesek,asteroid
8184,8184 Luderic,8184 Luderic,asteroid
27865,27865 Ludgerfroebel,27865 Ludgerfroebel,asteroid
7081,7081 Ludibunda,7081 Ludibunda,asteroid
4601,4601 Ludkewycz,4601 Ludkewycz,asteroid
675,675 Ludmilla,675 Ludmilla,asteroid
6112,6112 Ludolfschultz,6112 Ludolfschultz,asteroid
10438,10438 Ludolph,10438 Ludolph,asteroid
292,292 Ludovica,292 Ludovica,asteroid
23520,23520 Ludwigbechstein,23520 Ludwigbechstein,asteroid
25029,25029 Ludwighesse,25029 Ludwighesse,asteroid
11854,11854 Ludwigrichter,11854 Ludwigrichter,asteroid
21919,21919 Luga,21919 Luga,asteroid
1936,1936 Lugano,1936 Lugano,asteroid
1133,1133 Lugduna,1133 Lugduna,asteroid
7723,7723 Lugger,7723 Lugger,asteroid
217628,217628 Lugh,217628 Lugh,asteroid
7393,7393 Luginbuhl,7393 Luginbuhl,asteroid
6080,6080 Lugmair,6080 Lugmair,asteroid
4583,4583 Lugo,4583 Lugo,asteroid
125071,125071 Lugosi,125071 Lugosi,asteroid
58418,58418 Luguhu,58418 Luguhu,asteroid
246132,246132 Lugyny,246132 Lugyny,asteroid
8808,8808 Luhmann,8808 Luhmann,asteroid
5538,5538 Luichewoo,5538 Luichewoo,asteroid
14947,14947 Luigibussolino,14947 Luigibussolino,asteroid
185733,185733 Luigicolzani,185733 Luigicolzani,asteroid
12384,12384 Luigimartella,12384 Luigimartella,asteroid
37640,37640 Luiginegrelli,37640 Luiginegrelli,asteroid
599,599 Luisa,599 Luisa,asteroid
12366,12366 Luisapla,12366 Luisapla,asteroid
56100,56100 Luisapolli,56100 Luisapolli,asteroid
3844,3844 Lujiaxi,3844 Lujiaxi,asteroid
31912,31912 Lukasgrafner,31912 Lukasgrafner,asteroid
31917,31917 Lukashohne,31917 Lukashohne,asteroid
27114,27114 Lukasiewicz,27114 Lukasiewicz,asteroid
16090,16090 Lukaszewski,16090 Lukaszewski,asteroid
25175,25175 Lukeandraka,25175 Lukeandraka,asteroid
8711,8711 Lukeasher,8711 Lukeasher,asteroid
6654,6654 Lulea,6654 Lulea,asteroid
145523,145523 Lulin,145523 Lulin,asteroid
8676,8676 Lully,8676 Lully,asteroid
141,141 Lumen,141 Lumen,asteroid
177853,177853 Lumezzane,177853 Lumezzane,asteroid
775,775 Lumiere,775 Lumiere,asteroid
5523,5523 Luminet,5523 Luminet,asteroid
2600,2600 Lumme,2600 Lumme,asteroid
10132,10132 Lummelunda,10132 Lummelunda,asteroid
2446,2446 Lunacharsky,2446 Lunacharsky,asteroid
1067,1067 Lunaria,1067 Lunaria,asteroid
11934,11934 Lundgren,11934 Lundgren,asteroid
809,809 Lundia,809 Lundia,asteroid
1334,1334 Lundmarka,1334 Lundmarka,asteroid
7047,7047 Lundstrom,7047 Lundstrom,asteroid
100604,100604 Lundy,100604 Lundy,asteroid
10801,10801 Luneburg,10801 Luneburg,asteroid
103966,103966 Luni,103966 Luni,asteroid
3208,3208 Lunn,3208 Lunn,asteroid
204711,204711 Luojialun,204711 Luojialun,asteroid
16757,16757 Luoxiahong,16757 Luoxiahong,asteroid
239200,239200 Luoyang,239200 Luoyang,asteroid
3210,3210 Lupishko,3210 Lupishko,asteroid
6087,6087 Lupo,6087 Lupo,asteroid
249520,249520 Luppino,249520 Luppino,asteroid
222032,222032 Lupton,222032 Lupton,asteroid
713,713 Luscinia,713 Luscinia,asteroid
8960,8960 Luscinioides,8960 Luscinioides,asteroid
39516,39516 Lusigny,39516 Lusigny,asteroid
25565,25565 Lusiyang,25565 Lusiyang,asteroid
4386,4386 Lust,4386 Lust,asteroid
91023,91023 Lutan,91023 Lutan,asteroid
24250,24250 Luteolson,24250 Luteolson,asteroid
21,21 Lutetia,21 Lutetia,asteroid
251621,251621 Luthen,251621 Luthen,asteroid
1303,1303 Luthera,1303 Luthera,asteroid
3856,3856 Lutskij,3856 Lutskij,asteroid
19598,19598 Luttrell,19598 Luttrell,asteroid
7230,7230 Lutz,7230 Lutz,asteroid
5430,5430 Luu,5430 Luu,asteroid
26728,26728 Luwenqi,26728 Luwenqi,asteroid
2713,2713 Luxembourg,2713 Luxembourg,asteroid
233547,233547 Luxun,233547 Luxun,asteroid
20830,20830 Luyajia,20830 Luyajia,asteroid
4776,4776 Luyi,4776 Luyi,asteroid
1964,1964 Luyten,1964 Luyten,asteroid
5096,5096 Luzin,5096 Luzin,asteroid
2321,2321 Luznice,2321 Luznice,asteroid
2164,2164 Lyalya,2164 Lyalya,asteroid
5415,5415 Lyanzuridi,5415 Lyanzuridi,asteroid
4728,4728 Lyapidevskij,4728 Lyapidevskij,asteroid
5324,5324 Lyapunov,5324 Lyapunov,asteroid
9694,9694 Lycomedes,9694 Lycomedes,asteroid
110,110 Lydia,110 Lydia,asteroid
1028,1028 Lydina,1028 Lydina,asteroid
917,917 Lyka,917 Lyka,asteroid
4792,4792 Lykaon,4792 Lykaon,asteroid
10018,10018 Lykawka,10018 Lykawka,asteroid
12773,12773 Lyman,12773 Lyman,asteroid
7824,7824 Lynch,7824 Lynch,asteroid
18235,18235 Lynden-Bell,18235 Lynden-Bell,asteroid
157332,157332 Lynette,157332 Lynette,asteroid
43768,43768 Lynevans,43768 Lynevans,asteroid
4358,4358 Lynn,4358 Lynn,asteroid
13644,13644 Lynnanderson,13644 Lynnanderson,asteroid
37588,37588 Lynnecox,37588 Lynnecox,asteroid
24024,24024 Lynnejohnson,24024 Lynnejohnson,asteroid
10297,10297 Lynnejones,10297 Lynnejones,asteroid
25994,25994 Lynnelleye,25994 Lynnelleye,asteroid
27445,27445 Lynnlane,27445 Lynnlane,asteroid
49382,49382 Lynnokamoto,49382 Lynnokamoto,asteroid
24304,24304 Lynnrice,24304 Lynnrice,asteroid
18663,18663 Lynnta,18663 Lynnta,asteroid
22597,22597 Lynzielinski,22597 Lynzielinski,asteroid
9381,9381 Lyon,9381 Lyon,asteroid
292991,292991 Lyonne,292991 Lyonne,asteroid
2452,2452 Lyot,2452 Lyot,asteroid
21408,21408 Lyrahaas,21408 Lyrahaas,asteroid
31323,31323 Lysa hora,31323 Lysa hora,asteroid
5984,5984 Lysippus,5984 Lysippus,asteroid
897,897 Lysistrata,897 Lysistrata,asteroid
18120,18120 Lytvynenko,18120 Lytvynenko,asteroid
6203,6203 Lyubamoroz,6203 Lyubamoroz,asteroid
216439,216439 Lyubertsy,216439 Lyubertsy,asteroid
10761,10761 Lyubimets,10761 Lyubimets,asteroid
3108,3108 Lyubov,3108 Lyubov,asteroid
9717,9717 Lyudvasilia,9717 Lyudvasilia,asteroid
2204,2204 Lyyli,2204 Lyyli,asteroid
15699,15699 Lyytinen,15699 Lyytinen,asteroid
6010,6010 Lyzenga,6010 Lyzenga,asteroid
29555,29555 MACEK,29555 MACEK,asteroid
228029,228029 MANIAC,228029 MANIAC,asteroid
4523,4523 MIT,4523 MIT,asteroid
240871,240871 MOSS,240871 MOSS,asteroid
77870,77870 MOTESS,77870 MOTESS,asteroid
4999,4999 MPC,4999 MPC,asteroid
293934,293934 MPIA,293934 MPIA,asteroid
1353,1353 Maartje,1353 Maartje,asteroid
356863,356863 Maathai,356863 Maathai,asteroid
214180,214180 Mabaglioni,214180 Mabaglioni,asteroid
30158,30158 Mabdulla,30158 Mabdulla,asteroid
510,510 Mabella,510 Mabella,asteroid
25611,25611 Mabellin,25611 Mabellin,asteroid
28043,28043 Mabelwheeler,28043 Mabelwheeler,asteroid
20892,20892 MacChnoic,20892 MacChnoic,asteroid
24643,24643 MacCready,24643 MacCready,asteroid
7228,7228 MacGillivray,7228 MacGillivray,asteroid
20874,20874 MacGregor,20874 MacGregor,asteroid
6204,6204 MacKenzie,6204 MacKenzie,asteroid
14438,14438 MacLean,14438 MacLean,asteroid
5309,5309 MacPherson,5309 MacPherson,asteroid
10373,10373 MacRobert,10373 MacRobert,asteroid
5228,5228 Maca,5228 Maca,asteroid
12088,12088 Macalintal,12088 Macalintal,asteroid
8423,8423 Macao,8423 Macao,asteroid
59087,59087 Maccacaro,59087 Maccacaro,asteroid
3949,3949 Mach,3949 Mach,asteroid
2543,2543 Machado,2543 Machado,asteroid
3879,3879 Machar,3879 Machar,asteroid
175476,175476 Macheret,175476 Macheret,asteroid
245983,245983 Machholz,245983 Machholz,asteroid
19730,19730 Machiavelli,19730 Machiavelli,asteroid
10646,10646 Machielalberts,10646 Machielalberts,asteroid
3109,3109 Machin,3109 Machin,asteroid
8277,8277 Machu-Picchu,8277 Machu-Picchu,asteroid
33961,33961 Macinleyneve,33961 Macinleyneve,asteroid
11266,11266 Macke,11266 Macke,asteroid
36226,36226 Mackerras,36226 Mackerras,asteroid
33198,33198 Mackewicz,33198 Mackewicz,asteroid
43793,43793 Mackey,43793 Mackey,asteroid
5292,5292 Mackwell,5292 Mackwell,asteroid
13213,13213 Maclaurin,13213 Maclaurin,asteroid
49448,49448 Macocha,49448 Macocha,asteroid
9380,9380 Macon,9380 Macon,asteroid
6894,6894 Macreid,6894 Macreid,asteroid
24974,24974 Macuch,24974 Macuch,asteroid
25652,25652 Maddieball,25652 Maddieball,asteroid
2569,2569 Madeline,2569 Madeline,asteroid
19417,19417 Madelynho,19417 Madelynho,asteroid
55561,55561 Madenberg,55561 Madenberg,asteroid
6735,6735 Madhatter,6735 Madhatter,asteroid
12317,12317 Madicampbell,12317 Madicampbell,asteroid
17042,17042 Madiraju,17042 Madiraju,asteroid
34129,34129 Madisonsneve,34129 Madisonsneve,asteroid
269323,269323 Madisonvillehigh,269323 Madisonvillehigh,asteroid
65859,65859 Madler,65859 Madler,asteroid
74503,74503 Madola,74503 Madola,asteroid
33343,33343 Madorobin,33343 Madorobin,asteroid
9479,9479 Madresplazamayo,9479 Madresplazamayo,asteroid
4390,4390 Madreteresa,4390 Madreteresa,asteroid
14967,14967 Madrid,14967 Madrid,asteroid
33344,33344 Madymesple,33344 Madymesple,asteroid
26611,26611 Madzlandon,26611 Madzlandon,asteroid
85422,85422 Maedanaoe,85422 Maedanaoe,asteroid
8036,8036 Maehara,8036 Maehara,asteroid
20080,20080 Maeharatorakichi,20080 Maeharatorakichi,asteroid
9870,9870 Maehata,9870 Maehata,asteroid
11771,11771 Maestlin,11771 Maestlin,asteroid
3916,3916 Maeva,3916 Maeva,asteroid
18426,18426 Maffei,18426 Maffei,asteroid
70744,70744 Maffucci,70744 Maffucci,asteroid
4308,4308 Magarach,4308 Magarach,asteroid
318,318 Magdalena,318 Magdalena,asteroid
55735,55735 Magdeburg,55735 Magdeburg,asteroid
15632,15632 Magee-Sauer,15632 Magee-Sauer,asteroid
4055,4055 Magellan,4055 Magellan,asteroid
34224,34224 Maggiechen,34224 Maggiechen,asteroid
21478,21478 Maggiedelano,21478 Maggiedelano,asteroid
2696,2696 Magion,2696 Magion,asteroid
8992,8992 Magnanimity,8992 Magnanimity,asteroid
9670,9670 Magni,9670 Magni,asteroid
2094,2094 Magnitka,2094 Magnitka,asteroid
6573,6573 Magnitskij,6573 Magnitskij,asteroid
1060,1060 Magnolia,1060 Magnolia,asteroid
3677,3677 Magnusson,3677 Magnusson,asteroid
1459,1459 Magnya,1459 Magnya,asteroid
1355,1355 Magoeba,1355 Magoeba,asteroid
4980,4980 Magomaev,4980 Magomaev,asteroid
9541,9541 Magri,9541 Magri,asteroid
7933,7933 Magritte,7933 Magritte,asteroid
203773,203773 Magyarics,203773 Magyarics,asteroid
90472,90472 Mahabal,90472 Mahabal,asteroid
17095,17095 Mahadik,17095 Mahadik,asteroid
27233,27233 Mahajan,27233 Mahajan,asteroid
10819,10819 Mahakala,10819 Mahakala,asteroid
65769,65769 Mahalia,65769 Mahalia,asteroid
18104,18104 Mahalingam,18104 Mahalingam,asteroid
130320,130320 Maherrassas,130320 Maherrassas,asteroid
4406,4406 Mahler,4406 Mahler,asteroid
31517,31517 Mahoui,31517 Mahoui,asteroid
28273,28273 Maianhvu,28273 Maianhvu,asteroid
12089,12089 Maichin,12089 Maichin,asteroid
22948,22948 Maidanak,22948 Maidanak,asteroid
410928,410928 Maidbronn,410928 Maidbronn,asteroid
293383,293383 Maigret,293383 Maigret,asteroid
52005,52005 Maik,52005 Maik,asteroid
3274,3274 Maillen,3274 Maillen,asteroid
6259,6259 Maillol,6259 Maillol,asteroid
5835,5835 Mainfranken,5835 Mainfranken,asteroid
32207,32207 Mairepercy,32207 Mairepercy,asteroid
252794,252794 Maironis,252794 Maironis,asteroid
4686,4686 Maisica,4686 Maisica,asteroid
6307,6307 Maiztegui,6307 Maiztegui,asteroid
66,66 Maja,66 Maja,asteroid
304233,304233 Majaess,304233 Majaess,asteroid
212981,212981 Majalitovic,212981 Majalitovic,asteroid
142368,142368 Majden,142368 Majden,asteroid
7233,7233 Majella,7233 Majella,asteroid
454352,454352 Majidzandian,454352 Majidzandian,asteroid
47038,47038 Majoni,47038 Majoni,asteroid
10809,10809 Majsterrojr,10809 Majsterrojr,asteroid
1321,1321 Majuba,1321 Majuba,asteroid
32631,32631 Majzoub,32631 Majzoub,asteroid
9701,9701 Mak,9701 Mak,asteroid
32278,32278 Makaram,32278 Makaram,asteroid
3214,3214 Makarenko,3214 Makarenko,asteroid
6682,6682 Makarij,6682 Makarij,asteroid
5545,5545 Makarov,5545 Makarov,asteroid
12541,12541 Makarska,12541 Makarska,asteroid
30170,30170 Makaylaruth,30170 Makaylaruth,asteroid
136472,136472 Makemake,136472 Makemake,asteroid
3063,3063 Makhaon,3063 Makhaon,asteroid
2139,2139 Makharadze,2139 Makharadze,asteroid
9088,9088 Maki,9088 Maki,asteroid
5466,5466 Makibi,5466 Makibi,asteroid
26937,26937 Makimiyamoto,26937 Makimiyamoto,asteroid
6606,6606 Makino,6606 Makino,asteroid
4904,4904 Makio,4904 Makio,asteroid
3196,3196 Maklaj,3196 Maklaj,asteroid
31272,31272 Makosinski,31272 Makosinski,asteroid
6093,6093 Makoto,6093 Makoto,asteroid
8574,8574 Makotoirie,8574 Makotoirie,asteroid
11978,11978 Makotomasako,11978 Makotomasako,asteroid
55222,55222 Makotoshinkai,55222 Makotoshinkai,asteroid
1771,1771 Makover,1771 Makover,asteroid
24647,24647 Maksimachev,24647 Maksimachev,asteroid
2568,2568 Maksutov,2568 Maksutov,asteroid
754,754 Malabar,754 Malabar,asteroid
352834,352834 Malaga,352834 Malaga,asteroid
316201,316201 Malala,316201 Malala,asteroid
9156,9156 Malanin,9156 Malanin,asteroid
114027,114027 Malanushenko,114027 Malanushenko,asteroid
3479,3479 Malaparte,3479 Malaparte,asteroid
27338,27338 Malaraghavan,27338 Malaraghavan,asteroid
3057,3057 Malaren,3057 Malaren,asteroid
10712,10712 Malashchuk,10712 Malashchuk,asteroid
1415,1415 Malautra,1415 Malautra,asteroid
7387,7387 Malbil,7387 Malbil,asteroid
16091,16091 Malchiodi,16091 Malchiodi,asteroid
27596,27596 Maldives,27596 Maldives,asteroid
30222,30222 Malecki,30222 Malecki,asteroid
9897,9897 Malerba,9897 Malerba,asteroid
10541,10541 Malesherbes,10541 Malesherbes,asteroid
260724,260724 Malherbe,260724 Malherbe,asteroid
6698,6698 Malhotra,6698 Malhotra,asteroid
10415,10415 Mali Losinj,10415 Mali Losinj,asteroid
4766,4766 Malin,4766 Malin,asteroid
42998,42998 Malinafrank,42998 Malinafrank,asteroid
10381,10381 Malinsmith,10381 Malinsmith,asteroid
16277,16277 Mallada,16277 Mallada,asteroid
417955,417955 Mallama,417955 Mallama,asteroid
6236,6236 Mallard,6236 Mallard,asteroid
170487,170487 Mallder,170487 Mallder,asteroid
297409,297409 Mallgan,297409 Mallgan,asteroid
25720,25720 Mallidi,25720 Mallidi,asteroid
9453,9453 Mallorca,9453 Mallorca,asteroid
6824,6824 Mallory,6824 Mallory,asteroid
158899,158899 Malloryvale,158899 Malloryvale,asteroid
1179,1179 Mally,1179 Mally,asteroid
10550,10550 Malmo,10550 Malmo,asteroid
1527,1527 Malmquista,1527 Malmquista,asteroid
266622,266622 Malna,266622 Malna,asteroid
