target_text,search_text,body_type
132874,132874 Latinovits,132874 Latinovits,asteroid
639,639 Latona,639 Latona,asteroid
30775,30775 Lattu,30775 Lattu,asteroid
1284,1284 Latvia,1284 Latvia,asteroid
10811,10811 Lau,10811 Lau,asteroid
13793,13793 Laubernasconi,13793 Laubernasconi,asteroid
3135,3135 Lauer,3135 Lauer,asteroid
1597,1597 Laugier,1597 Laugier,asteroid
23893,23893 Lauman,23893 Lauman,asteroid
7167,7167 Laupheim,7167 Laupheim,asteroid
467,467 Laura,467 Laura,asteroid
15742,15742 Laurabassi,15742 Laurabassi,asteroid
134138,134138 Laurabayley,134138 Laurabayley,asteroid
20642,20642 Laurajohnson,20642 Laurajohnson,asteroid
20814,20814 Laurajones,20814 Laurajones,asteroid
48909,48909 Laurake,48909 Laurake,asteroid
28677,28677 Laurakowalski,28677 Laurakowalski,asteroid
33400,33400 Laurapierson,33400 Laurapierson,asteroid
18709,18709 Laurawong,18709 Laurawong,asteroid
2865,2865 Laurel,2865 Laurel,asteroid
361690,361690 Laurelanmaurer,361690 Laurelanmaurer,asteroid
51827,51827 Laurelclark,51827 Laurelclark,asteroid
5107,5107 Laurenbacall,5107 Laurenbacall,asteroid
33875,33875 Laurencooney,33875 Laurencooney,asteroid
33559,33559 Laurencooper,33559 Laurencooper,asteroid
27411,27411 Laurenhall,27411 Laurenhall,asteroid
18953,18953 Laurensmith,18953 Laurensmith,asteroid
90533,90533 Laurentblind,90533 Laurentblind,asteroid
25127,25127 Laurentbrunetto,25127 Laurentbrunetto,asteroid
162,162 Laurentia,162 Laurentia,asteroid
5819,5819 Lauretta,5819 Lauretta,asteroid
149115,149115 Lauriecantillo,149115 Lauriecantillo,asteroid
23168,23168 Lauriefletch,23168 Lauriefletch,asteroid
20566,20566 Laurielee,20566 Laurielee,asteroid
23852,23852 Laurierumker,23852 Laurierumker,asteroid
103422,103422 Laurisiren,103422 Laurisiren,asteroid
103421,103421 Laurmatt,103421 Laurmatt,asteroid
1938,1938 Lausanna,1938 Lausanna,asteroid
25065,25065 Lautakkin,25065 Lautakkin,asteroid
25073,25073 Lautakshing,25073 Lautakshing,asteroid
55381,55381 Lautakwah,55381 Lautakwah,asteroid
2976,2976 Lautaro,2976 Lautaro,asteroid
30827,30827 Lautenschlager,30827 Lautenschlager,asteroid
39332,39332 Lauwaiming,39332 Lauwaiming,asteroid
34636,34636 Lauwingkai,34636 Lauwingkai,asteroid
14424,14424 Laval,14424 Laval,asteroid
18774,18774 Lavanture,18774 Lavanture,asteroid
19263,19263 Lavater,19263 Lavater,asteroid
12542,12542 Laver,12542 Laver,asteroid
2103,2103 Laverna,2103 Laverna,asteroid
10215,10215 Lavilledemirmont,10215 Lavilledemirmont,asteroid
21915,21915 Lavins,21915 Lavins,asteroid
21550,21550 Laviolette,21550 Laviolette,asteroid
6826,6826 Lavoisier,6826 Lavoisier,asteroid
1401,1401 Lavonne,1401 Lavonne,asteroid
44574,44574 Lavoratti,44574 Lavoratti,asteroid
7322,7322 Lavrentina,7322 Lavrentina,asteroid
2354,2354 Lavrov,2354 Lavrov,asteroid
17079,17079 Lavrovsky,17079 Lavrovsky,asteroid
4969,4969 Lawrence,4969 Lawrence,asteroid
45688,45688 Lawrencestacey,45688 Lawrencestacey,asteroid
25326,25326 Lawrencesun,25326 Lawrencesun,asteroid
14584,14584 Lawson,14584 Lawson,asteroid
22138,22138 Laynrichards,22138 Laynrichards,asteroid
3660,3660 Lazarev,3660 Lazarev,asteroid
14428,14428 Lazaridis,14428 Lazaridis,asteroid
212692,212692 Lazauskaite,212692 Lazauskaite,asteroid
18965,18965 Lazenby,18965 Lazenby,asteroid
29987,29987 Lazhang,29987 Lazhang,asteroid
20513,20513 Lazio,20513 Lazio,asteroid
32628,32628 Lazorik,32628 Lazorik,asteroid
34838,34838 Lazowski,34838 Lazowski,asteroid
368588,368588 Lazrek,368588 Lazrek,asteroid
3602,3602 Lazzaro,3602 Lazzaro,asteroid
19132,19132 Le Clezio,19132 Le Clezio,asteroid
9285,9285 Le Corre,9285 Le Corre,asteroid
10233,10233 Le Creusot,10233 Le Creusot,asteroid
145445,145445 Le Floch,145445 Le Floch,asteroid
12718,12718 Le Gentil,12718 Le Gentil,asteroid
58460,58460 Le Mouelic,58460 Le Mouelic,asteroid
5342,5342 Le Poole,5342 Le Poole,asteroid
16414,16414 Le Procope,16414 Le Procope,asteroid
30221,30221 LeDonne,30221 LeDonne,asteroid
157258,157258 Leach,157258 Leach,asteroid
283461,283461 Leacipaola,283461 Leacipaola,asteroid
19572,19572 Leahmarie,19572 Leahmarie,asteroid
7958,7958 Leakey,7958 Leakey,asteroid
19426,19426 Leal,19426 Leal,asteroid
236728,236728 Leandri,236728 Leandri,asteroid
96623,96623 Leani,96623 Leani,asteroid
26527,26527 Leasure,26527 Leasure,asteroid
95852,95852 Leatherbarrow,95852 Leatherbarrow,asteroid
21673,21673 Leatherman,21673 Leatherman,asteroid
5383,5383 Leavitt,5383 Leavitt,asteroid
2342,2342 Lebedev,2342 Lebedev,asteroid
5076,5076 Lebedev-Kumach,5076 Lebedev-Kumach,asteroid
3629,3629 Lebedinskij,3629 Lebedinskij,asteroid
26908,26908 Lebesgue,26908 Lebesgue,asteroid
189944,189944 Leblanc,189944 Leblanc,asteroid
3439,3439 Lebofsky,3439 Lebofsky,asteroid
10838,10838 Lebon,10838 Lebon,asteroid
25711,25711 Lebovits,25711 Lebovits,asteroid
18100,18100 Lebreton,18100 Lebreton,asteroid
5524,5524 Lecacheux,5524 Lecacheux,asteroid
4417,4417 Lecar,4417 Lecar,asteroid
32945,32945 Lecce,32945 Lecce,asteroid
279377,279377 Lechmankiewicz,279377 Lechmankiewicz,asteroid
3755,3755 Lecointe,3755 Lecointe,asteroid
52271,52271 Lecorbusier,52271 Lecorbusier,asteroid
38,38 Leda,38 Leda,asteroid
403563,403563 Ledbetter,403563 Ledbetter,asteroid
2444,2444 Lederle,2444 Lederle,asteroid
85185,85185 Lederman,85185 Lederman,asteroid
12261,12261 Ledouanier,12261 Ledouanier,asteroid
30389,30389 Ledoux,30389 Ledoux,asteroid
4749,4749 Ledzeppelin,4749 Ledzeppelin,asteroid
3155,3155 Lee,3155 Lee,asteroid
22836,22836 Leeannragasa,22836 Leeannragasa,asteroid
21554,21554 Leechaohsi,21554 Leechaohsi,asteroid
25561,25561 Leehyunki,25561 Leehyunki,asteroid
30257,30257 Leejanel,30257 Leejanel,asteroid
29656,29656 Leejoseph,29656 Leejoseph,asteroid
110073,110073 Leeonki,110073 Leeonki,asteroid
18124,18124 Leeperry,18124 Leeperry,asteroid
218692,218692 Leesnyder,218692 Leesnyder,asteroid
94228,94228 Leesuikwan,94228 Leesuikwan,asteroid
3443,3443 Leetsungdao,3443 Leetsungdao,asteroid
181569,181569 Leetyphoon,181569 Leetyphoon,asteroid
104210,104210 Leeupton,104210 Leeupton,asteroid
2766,2766 Leeuwenhoek,2766 Leeuwenhoek,asteroid
28417,28417 Leewei,28417 Leewei,asteroid
99503,99503 Leewonchul,99503 Leewonchul,asteroid
12241,12241 Lefort,12241 Lefort,asteroid
26909,26909 Lefschetz,26909 Lefschetz,asteroid
19458,19458 Legault,19458 Legault,asteroid
26950,26950 Legendre,26950 Legendre,asteroid
25165,25165 Leget,25165 Leget,asteroid
12075,12075 Legg,12075 Legg,asteroid
1261,1261 Legia,1261 Legia,asteroid
85317,85317 Lehar,85317 Lehar,asteroid
24346,24346 Lehienphan,24346 Lehienphan,asteroid
691,691 Lehigh,691 Lehigh,asteroid
14550,14550 Lehky,14550 Lehky,asteroid
6504,6504 Lehmbruck,6504 Lehmbruck,asteroid
31387,31387 Lehoucq,31387 Lehoucq,asteroid
89956,89956 Leibacher,89956 Leibacher,asteroid
5149,5149 Leibniz,5149 Leibniz,asteroid
31516,31516 Leibowitz,31516 Leibowitz,asteroid
12490,12490 Leiden,12490 Leiden,asteroid
9223,9223 Leifandersson,9223 Leifandersson,asteroid
18826,18826 Leifer,18826 Leifer,asteroid
17900,17900 Leiferman,17900 Leiferman,asteroid
26240,26240 Leigheriks,26240 Leigheriks,asteroid
10775,10775 Leipzig,10775 Leipzig,asteroid
27303,27303 Leitner,27303 Leitner,asteroid
225276,225276 Leitos,225276 Leitos,asteroid
10810,10810 Lejsturojr,10810 Lejsturojr,asteroid
541132,541132 Leleakuhonua,541132 Leleakuhonua,asteroid
167208,167208 Lelekovice,167208 Lelekovice,asteroid
5519,5519 Lellouch,5519 Lellouch,asteroid
2548,2548 Leloir,2548 Leloir,asteroid
41979,41979 Lelumacri,41979 Lelumacri,asteroid
3836,3836 Lem,3836 Lem,asteroid
11897,11897 Lemaire,11897 Lemaire,asteroid
1565,1565 Lemaitre,1565 Lemaitre,asteroid
213637,213637 Lemarchal,213637 Lemarchal,asteroid
16265,16265 Lemay,16265 Lemay,asteroid
4561,4561 Lemeshev,4561 Lemeshev,asteroid
14327,14327 Lemke,14327 Lemke,asteroid
243002,243002 Lemmy,243002 Lemmy,asteroid
29187,29187 Lemonnier,29187 Lemonnier,asteroid
22758,22758 Lemp,22758 Lemp,asteroid
47171,47171 Lempo,47171 Lempo,asteroid
15031,15031 Lemus,15031 Lemus,asteroid
789,789 Lena,789 Lena,asteroid
12187,12187 Lenagoryunova,12187 Lenagoryunova,asteroid
7400,7400 Lenau,7400 Lenau,asteroid
30525,30525 Lenbright,30525 Lenbright,asteroid
3817,3817 Lencarter,3817 Lencarter,asteroid
3796,3796 Lene,3796 Lene,asteroid
6287,6287 Lenham,6287 Lenham,asteroid
39536,39536 Lenhof,39536 Lenhof,asteroid
2046,2046 Leningrad,2046 Leningrad,asteroid
10390,10390 Lenka,10390 Lenka,asteroid
27522,27522 Lenkenyon,27522 Lenkenyon,asteroid
4147,4147 Lennon,4147 Lennon,asteroid
337380,337380 Lenormand,337380 Lenormand,asteroid
195405,195405 Lentyler,195405 Lentyler,asteroid
100047,100047 Leobaeck,100047 Leobaeck,asteroid
31376,31376 Leobauersfeld,31376 Leobauersfeld,asteroid
969,969 Leocadia,969 Leocadia,asteroid
6479,6479 Leoconnolly,6479 Leoconnolly,asteroid
30166,30166 Leodeng,30166 Leodeng,asteroid
3572,3572 Leogoldberg,3572 Leogoldberg,asteroid
34249,34249 Leolo,34249 Leolo,asteroid
319,319 Leona,319 Leona,asteroid
24732,24732 Leonardcohen,24732 Leonardcohen,asteroid
9082,9082 Leonardmartin,9082 Leonardmartin,asteroid
3000,3000 Leonardo,3000 Leonardo,asteroid
1378,1378 Leonce,1378 Leonce,asteroid
19096,19096 Leonfridman,19096 Leonfridman,asteroid
9903,9903 Leonhardt,9903 Leonhardt,asteroid
18750,18750 Leonidakimov,18750 Leonidakimov,asteroid
7715,7715 Leonidarosino,7715 Leonidarosino,asteroid
2782,2782 Leonidas,2782 Leonidas,asteroid
728,728 Leonisis,728 Leonisis,asteroid
29464,29464 Leonmis,29464 Leonmis,asteroid
78221,78221 Leonmow,78221 Leonmow,asteroid
696,696 Leonora,696 Leonora,asteroid
5154,5154 Leonov,5154 Leonov,asteroid
159351,159351 Leonpascal,159351 Leonpascal,asteroid
11977,11977 Leonrisoldi,11977 Leonrisoldi,asteroid
3793,3793 Leonteus,3793 Leonteus,asteroid
844,844 Leontina,844 Leontina,asteroid
21397,21397 Leontovich,21397 Leontovich,asteroid
27932,27932 Leonyao,27932 Leonyao,asteroid
8081,8081 Leopardi,8081 Leopardi,asteroid
893,893 Leopoldina,893 Leopoldina,asteroid
251325,251325 Leopoldjosefine,251325 Leopoldjosefine,asteroid
334756,334756 Leovey,334756 Leovey,asteroid
2795,2795 Lepage,2795 Lepage,asteroid
7720,7720 Lepaute,7720 Lepaute,asteroid
55733,55733 Lepsius,55733 Lepsius,asteroid
10106,10106 Lergrav,10106 Lergrav,asteroid
2222,2222 Lermontov,2222 Lermontov,asteroid
93102,93102 Leroy,93102 Leroy,asteroid
4922,4922 Leshin,4922 Leshin,asteroid
82937,82937 Lesicki,82937 Lesicki,asteroid
29311,29311 Lesire,29311 Lesire,asteroid
4741,4741 Leskov,4741 Leskov,asteroid
13690,13690 Lesleymartin,13690 Lesleymartin,asteroid
26234,26234 Leslibrinson,26234 Leslibrinson,asteroid
20861,20861 Lesliebeh,20861 Lesliebeh,asteroid
5571,5571 Lesliegreen,5571 Lesliegreen,asteroid
25034,25034 Lesliemarie,25034 Lesliemarie,asteroid
17242,17242 Leslieyoung,17242 Leslieyoung,asteroid
22162,22162 Leslijohnson,22162 Leslijohnson,asteroid
3482,3482 Lesnaya,3482 Lesnaya,asteroid
35350,35350 Lespaul,35350 Lespaul,asteroid
33224,33224 Lesrogers,33224 Lesrogers,asteroid
25531,25531 Lessek,25531 Lessek,asteroid
7425,7425 Lessing,7425 Lessing,asteroid
33910,33910 Lestarge,33910 Lestarge,asteroid
14583,14583 Lester,14583 Lester,asteroid
15093,15093 Lestermackey,15093 Lestermackey,asteroid
6939,6939 Lestone,6939 Lestone,asteroid
2616,2616 Lesya,2616 Lesya,asteroid
1264,1264 Letaba,1264 Letaba,asteroid
109879,109879 Letelier,109879 Letelier,asteroid
22571,22571 Letianzhang,22571 Letianzhang,asteroid
13895,13895 Letkasagjonica,13895 Letkasagjonica,asteroid
68,68 Leto,68 Leto,asteroid
27899,27899 Letterman,27899 Letterman,asteroid
5827,5827 Letunov,5827 Letunov,asteroid
6266,6266 Letzel,6266 Letzel,asteroid
8971,8971 Leucocephala,8971 Leucocephala,asteroid
8436,8436 Leucopsis,8436 Leucopsis,asteroid
8754,8754 Leucorodia,8754 Leucorodia,asteroid
8976,8976 Leucura,8976 Leucura,asteroid
11351,11351 Leucus,11351 Leucus,asteroid
5950,5950 Leukippos,5950 Leukippos,asteroid
35,35 Leukothea,35 Leukothea,asteroid
16142,16142 Leung,16142 Leung,asteroid
32618,32618 Leungkamcheung,32618 Leungkamcheung,asteroid
1361,1361 Leuschneria,1361 Leuschneria,asteroid
2810,2810 Lev Tolstoj,2810 Lev Tolstoj,asteroid
21555,21555 Levary,21555 Levary,asteroid
6170,6170 Levasseur,6170 Levasseur,asteroid
1997,1997 Leverrier,1997 Leverrier,asteroid
12473,12473 Levi-Civita,12473 Levi-Civita,asteroid
9722,9722 Levi-Montalcini,9722 Levi-Montalcini,asteroid
45700,45700 Levi-Setti,45700 Levi-Setti,asteroid
22647,22647 Levi-Strauss,22647 Levi-Strauss,asteroid
8813,8813 Leviathan,8813 Leviathan,asteroid
2076,2076 Levin,2076 Levin,asteroid
7885,7885 Levine,7885 Levine,asteroid
6909,6909 Levison,6909 Levison,asteroid
3566,3566 Levitan,3566 Levitan,asteroid
26075,26075 Levitsvet,26075 Levitsvet,asteroid
204831,204831 Levski,204831 Levski,asteroid
3673,3673 Levy,3673 Levy,asteroid
4125,4125 Lew Allen,4125 Lew Allen,asteroid
24189,24189 Lewasserman,24189 Lewasserman,asteroid
250354,250354 Lewicdeparis,250354 Lewicdeparis,asteroid
13609,13609 Lewicki,13609 Lewicki,asteroid
4796,4796 Lewis,4796 Lewis,asteroid
6984,6984 Lewiscarroll,6984 Lewiscarroll,asteroid
81790,81790 Lewislove,81790 Lewislove,asteroid
6916,6916 Lewispearce,6916 Lewispearce,asteroid
22505,22505 Lewit,22505 Lewit,asteroid
17579,17579 Lewkopelew,17579 Lewkopelew,asteroid
7087,7087 Lewotsky,7087 Lewotsky,asteroid
399979,399979 Lewseaman,399979 Lewseaman,asteroid
18747,18747 Lexcen,18747 Lexcen,asteroid
2004,2004 Lexell,2004 Lexell,asteroid
35977,35977 Lexington,35977 Lexington,asteroid
33905,33905 Leyajoykutty,33905 Leyajoykutty,asteroid
3397,3397 Leyla,3397 Leyla,asteroid
8466,8466 Leyrat,8466 Leyrat,asteroid
7859,7859 Lhasa,7859 Lhasa,asteroid
40206,40206 Lhenice,40206 Lhenice,asteroid
954,954 Li,954 Li,asteroid
23745,23745 Liadawley,23745 Liadawley,asteroid
32088,32088 Liamwallace,32088 Liamwallace,asteroid
30194,30194 Liamyoung,30194 Liamyoung,asteroid
121001,121001 Liangshanxichang,121001 Liangshanxichang,asteroid
2503,2503 Liaoning,2503 Liaoning,asteroid
23249,23249 Liaoyenting,23249 Liaoyenting,asteroid
110288,110288 Libai,110288 Libai,asteroid
13526,13526 Libbrecht,13526 Libbrecht,asteroid
5672,5672 Libby,5672 Libby,asteroid
120121,120121 Libbyadelman,120121 Libbyadelman,asteroid
33230,33230 Libbyrobertson,33230 Libbyrobertson,asteroid
4823,4823 Libenice,4823 Libenice,asteroid
771,771 Libera,771 Libera,asteroid
6417,6417 Liberati,6417 Liberati,asteroid
17960,17960 Liberatore,17960 Liberatore,asteroid
125,125 Liberatrix,125 Liberatrix,asteroid
1816,1816 Liberia,1816 Liberia,asteroid
2546,2546 Libitina,2546 Libitina,asteroid
10281,10281 Libourel,10281 Libourel,asteroid
25659,25659 Liboynton,25659 Liboynton,asteroid
264,264 Libussa,264 Libussa,asteroid
1268,1268 Libya,1268 Libya,asteroid
17919,17919 Licandro,17919 Licandro,asteroid
18151,18151 Licchelli,18151 Licchelli,asteroid
16165,16165 Licht,16165 Licht,asteroid
7970,7970 Lichtenberg,7970 Lichtenberg,asteroid
152320,152320 Lichtenknecker,152320 Lichtenknecker,asteroid
23063,23063 Lichtman,23063 Lichtman,asteroid
22905,22905 Liciniotoso,22905 Liciniotoso,asteroid
15088,15088 Licitra,15088 Licitra,asteroid
1951,1951 Lick,1951 Lick,asteroid
1107,1107 Lictoria,1107 Lictoria,asteroid
3812,3812 Lidaksum,3812 Lidaksum,asteroid
17670,17670 Liddell,17670 Liddell,asteroid
3322,3322 Lidiya,3322 Lidiya,asteroid
4236,4236 Lidov,4236 Lidov,asteroid
161207,161207 Lidz,161207 Lidz,asteroid
26955,26955 Lie,26955 Lie,asteroid
7696,7696 Liebe,7696 Liebe,asteroid
12329,12329 Liebermann,12329 Liebermann,asteroid
22534,22534 Lieblich,22534 Lieblich,asteroid
17889,17889 Liechty,17889 Liechty,asteroid
5923,5923 Liedeke,5923 Liedeke,asteroid
3454,3454 Lieske,3454 Lieske,asteroid
13557,13557 Lievetruwant,13557 Lievetruwant,asteroid
19155,19155 Lifeson,19155 Lifeson,asteroid
28201,28201 Lifubin,28201 Lifubin,asteroid
20321,20321 Lightdonovan,20321 Lightdonovan,asteroid
356,356 Liguria,356 Liguria,asteroid
5411,5411 Liia,5411 Liia,asteroid
14656,14656 Lijiang,14656 Lijiang,asteroid
21496,21496 Lijianyang,21496 Lijianyang,asteroid
192178,192178 Lijieshou,192178 Lijieshou,asteroid
2877,2877 Likhachev,2877 Likhachev,asteroid
73638,73638 Likhanov,73638 Likhanov,asteroid
31905,31905 Likinpong,31905 Likinpong,asteroid
239611,239611 Likwohting,239611 Likwohting,asteroid
213,213 Lilaea,213 Lilaea,asteroid
27775,27775 Lilialmanzor,27775 Lilialmanzor,asteroid
216780,216780 Lilianne,216780 Lilianne,asteroid
28611,28611 Liliapopova,28611 Liliapopova,asteroid
13610,13610 Lilienthal,13610 Lilienthal,asteroid
2346,2346 Lilio,2346 Lilio,asteroid
1181,1181 Lilith,1181 Lilith,asteroid
1092,1092 Lilium,1092 Lilium,asteroid
3222,3222 Liller,3222 Liller,asteroid
756,756 Lilliana,756 Lilliana,asteroid
28557,28557 Lillianchin,28557 Lillianchin,asteroid
23234,23234 Lilliantsai,23234 Lilliantsai,asteroid
2952,2952 Lilliputia,2952 Lilliputia,asteroid
1003,1003 Lilofee,1003 Lilofee,asteroid
3609,3609 Liloketai,3609 Liloketai,asteroid
33886,33886 Lilydeveau,33886 Lilydeveau,asteroid
32021,32021 Lilyjenkins,32021 Lilyjenkins,asteroid
30312,30312 Lilyliu,30312 Lilyliu,asteroid
10867,10867 Lima,10867 Lima,asteroid
1383,1383 Limburgia,1383 Limburgia,asteroid
25562,25562 Limdarren,25562 Limdarren,asteroid
32275,32275 Limichael,32275 Limichael,asteroid
10713,10713 Limorenko,10713 Limorenko,asteroid
8765,8765 Limosa,8765 Limosa,asteroid
1490,1490 Limpopo,1490 Limpopo,asteroid
5539,5539 Limporyen,5539 Limporyen,asteroid
31928,31928 Limzhengtheng,31928 Limzhengtheng,asteroid
468,468 Lina,468 Lina,asteroid
290127,290127 Linakostenko,290127 Linakostenko,asteroid
46702,46702 Linapucci,46702 Linapucci,asteroid
33515,33515 Linbohan,33515 Linbohan,asteroid
20828,20828 Linchen,20828 Linchen,asteroid
26425,26425 Linchichieh,26425 Linchichieh,asteroid
38821,38821 Linchinghsia,38821 Linchinghsia,asteroid
175451,175451 Linchisheng,175451 Linchisheng,asteroid
3153,3153 Lincoln,3153 Lincoln,asteroid
7169,7169 Linda,7169 Linda,asteroid
2686,2686 Linda Susan,2686 Linda Susan,asteroid
25383,25383 Lindacker,25383 Lindacker,asteroid
71971,71971 Lindaketcham,71971 Lindaketcham,asteroid
134092,134092 Lindaleematthias,134092 Lindaleematthias,asteroid
27327,27327 Lindaplante,27327 Lindaplante,asteroid
26271,26271 Lindapuster,26271 Lindapuster,asteroid
26285,26285 Lindaspahn,26285 Lindaspahn,asteroid
117381,117381 Lindaweiland,117381 Lindaweiland,asteroid
14696,14696 Lindawilliams,14696 Lindawilliams,asteroid
26007,26007 Lindazhou,26007 Lindazhou,asteroid
1448,1448 Lindbladia,1448 Lindbladia,asteroid
3865,3865 Lindbloom,3865 Lindbloom,asteroid
28072,28072 Lindbowerman,28072 Lindbowerman,asteroid
1407,1407 Lindelof,1407 Lindelof,asteroid
828,828 Lindemannia,828 Lindemannia,asteroid
9322,9322 Lindenau,9322 Lindenau,asteroid
3204,3204 Lindgren,3204 Lindgren,asteroid
21678,21678 Lindner,21678 Lindner,asteroid
19542,19542 Lindperkins,19542 Lindperkins,asteroid
28678,28678 Lindquester,28678 Lindquester,asteroid
31684,31684 Lindsay,31684 Lindsay,asteroid
133773,133773 Lindsaykeller,133773 Lindsaykeller,asteroid
22794,22794 Lindsayleona,22794 Lindsayleona,asteroid
242516,242516 Lindseystirling,242516 Lindseystirling,asteroid
5281,5281 Lindstrom,5281 Lindstrom,asteroid
20303,20303 Lindwestrick,20303 Lindwestrick,asteroid
36037,36037 Linenschmidt,36037 Linenschmidt,asteroid
24218,24218 Linfrederick,24218 Linfrederick,asteroid
26210,26210 Lingas,26210 Lingas,asteroid
20638,20638 Lingchen,20638 Lingchen,asteroid
21364,21364 Lingpan,21364 Lingpan,asteroid
30244,30244 Linhpham,30244 Linhpham,asteroid
89909,89909 Linie,89909 Linie,asteroid
3550,3550 Link,3550 Link,asteroid
22144,22144 Linmichaels,22144 Linmichaels,asteroid
8898,8898 Linnaea,8898 Linnaea,asteroid
7412,7412 Linnaeus,7412 Linnaeus,asteroid
7416,7416 Linnankoski,7416 Linnankoski,asteroid
350185,350185 Linnell,350185 Linnell,asteroid
316020,316020 Linshuhow,316020 Linshuhow,asteroid
3474,3474 Linsley,3474 Linsley,asteroid
20822,20822 Lintingnien,20822 Lintingnien,asteroid
4937,4937 Lintott,4937 Lintott,asteroid
30168,30168 Linusfreyer,30168 Linusfreyer,asteroid
9885,9885 Linux,9885 Linux,asteroid
210230,210230 Linyuanpei,210230 Linyuanpei,asteroid
7491,7491 Linzerag,7491 Linzerag,asteroid
7145,7145 Linzexu,7145 Linzexu,asteroid
1469,1469 Linzia,1469 Linzia,asteroid
974,974 Lioba,974 Lioba,asteroid
18079,18079 Lion-Stoppato,18079 Lion-Stoppato,asteroid
9504,9504 Lionel,9504 Lionel,asteroid
26960,26960 Liouville,26960 Liouville,asteroid
212797,212797 Lipei,212797 Lipei,asteroid
11656,11656 Lipno,11656 Lipno,asteroid
16861,16861 Lipovetsky,16861 Lipovetsky,asteroid
9640,9640 Lippens,9640 Lippens,asteroid
31338,31338 Lipperhey,31338 Lipperhey,asteroid
846,846 Lipperta,846 Lipperta,asteroid
2641,2641 Lipschutz,2641 Lipschutz,asteroid
23701,23701 Liqibin,23701 Liqibin,asteroid
414,414 Liriope,414 Liriope,asteroid
16666,16666 Liroma,16666 Liroma,asteroid
30110,30110 Lisabreton,30110 Lisabreton,asteroid
28780,28780 Lisadeaver,28780 Lisadeaver,asteroid
161699,161699 Lisahardaway,161699 Lisahardaway,asteroid
34313,34313 Lisahevner,34313 Lisahevner,asteroid
410912,410912 Lisakaroline,410912 Lisakaroline,asteroid
30043,30043 Lisamichaels,30043 Lisamichaels,asteroid
24135,24135 Lisann,24135 Lisann,asteroid
33929,33929 Lisaprato,33929 Lisaprato,asteroid
133068,133068 Lisaschulze,133068 Lisaschulze,asteroid
12604,12604 Lisatate,12604 Lisatate,asteroid
22906,22906 Lisauckis,22906 Lisauckis,asteroid
28807,28807 Lisawaller,28807 Lisawaller,asteroid
25514,25514 Lisawu,25514 Lisawu,asteroid
5320,5320 Lisbeth,5320 Lisbeth,asteroid
13599,13599 Lisbon,13599 Lisbon,asteroid
31464,31464 Liscinsky,31464 Liscinsky,asteroid
3976,3976 Lise,3976 Lise,asteroid
9272,9272 Liseleje,9272 Liseleje,asteroid
4757,4757 Liselotte,4757 Liselotte,asteroid
26738,26738 Lishizhen,26738 Lishizhen,asteroid
137039,137039 Lisiguang,137039 Lisiguang,asteroid
8064,8064 Lisitsa,8064 Lisitsa,asteroid
4004,4004 List'ev,4004 List'ev,asteroid
3910,3910 Liszt,3910 Liszt,asteroid
96612,96612 Litipei,96612 Litipei,asteroid
5015,5015 Litke,5015 Litke,asteroid
26328,26328 Litomysl,26328 Litomysl,asteroid
26993,26993 Littlewood,26993 Littlewood,asteroid
303265,303265 Littmann,303265 Littmann,asteroid
2577,2577 Litva,2577 Litva,asteroid
6743,6743 Liu,6743 Liu,asteroid
251018,251018 Liubirena,251018 Liubirena,asteroid
207603,207603 Liuchaohan,207603 Liuchaohan,asteroid
25964,25964 Liudavid,25964 Liudavid,asteroid
19874,19874 Liudongyan,19874 Liudongyan,asteroid
261936,261936 Liulin,261936 Liulin,asteroid
20823,20823 Liutingchun,20823 Liutingchun,asteroid
58605,58605 Liutungsheng,58605 Liutungsheng,asteroid
248262,248262 Liuxiaobo,248262 Liuxiaobo,asteroid
20817,20817 Liuxiaofeng,20817 Liuxiaofeng,asteroid
10070,10070 Liuzongli,10070 Liuzongli,asteroid
3006,3006 Livadia,3006 Livadia,asteroid
18637,18637 Liverdun,18637 Liverdun,asteroid
7170,7170 Livesey,7170 Livesey,asteroid
73534,73534 Liviasavioli,73534 Liviasavioli,asteroid
5987,5987 Liviogratton,5987 Liviogratton,asteroid
13772,13772 Livius,13772 Livius,asteroid
236784,236784 Livorno,236784 Livorno,asteroid
3556,3556 Lixiaohua,3556 Lixiaohua,asteroid
28204,28204 Liyakang,28204 Liyakang,asteroid
6741,6741 Liyuan,6741 Liyuan,asteroid
20846,20846 Liyulin,20846 Liyulin,asteroid
90825,90825 Lizhensheng,90825 Lizhensheng,asteroid
25715,25715 Lizmariemako,25715 Lizmariemako,asteroid
25475,25475 Lizrao,25475 Lizrao,asteroid
1062,1062 Ljuba,1062 Ljuba,asteroid
13316,13316 Llano,13316 Llano,asteroid
13705,13705 Llapasset,13705 Llapasset,asteroid
24345,24345 Llaverias,24345 Llaverias,asteroid
9900,9900 Llull,9900 Llull,asteroid
1858,1858 Lobachevskij,1858 Lobachevskij,asteroid
1066,1066 Lobelia,1066 Lobelia,asteroid
1937,1937 Locarno,1937 Locarno,asteroid
33871,33871 Locastillo,33871 Locastillo,asteroid
10874,10874 Locatelli,10874 Locatelli,asteroid
12616,12616 Lochner,12616 Lochner,asteroid
7010,7010 Locke,7010 Locke,asteroid
13493,13493 Lockwood,13493 Lockwood,asteroid
117086,117086 Loczy,117086 Loczy,asteroid
5937,5937 Loden,5937 Loden,asteroid
